category,month,count,rollavg_3month
Aggravated Battery,2019-01-01,468,NA
Aggravated Battery,2019-02-01,476,NA
Aggravated Battery,2019-03-01,576,507
Aggravated Battery,2019-04-01,611,554
Aggravated Battery,2019-05-01,746,644
Aggravated Battery,2019-06-01,792,716
Aggravated Battery,2019-07-01,890,809
Aggravated Battery,2019-08-01,771,818
Aggravated Battery,2019-09-01,689,783
Aggravated Battery,2019-10-01,639,700
Aggravated Battery,2019-11-01,594,641
Aggravated Battery,2019-12-01,600,611
Aggravated Battery,2020-01-01,544,579
Aggravated Battery,2020-02-01,493,546
Aggravated Battery,2020-03-01,540,526
Aggravated Battery,2020-04-01,503,512
Aggravated Battery,2020-05-01,745,596
Aggravated Battery,2020-06-01,935,728
Aggravated Battery,2020-07-01,901,860
Aggravated Battery,2020-08-01,931,922
Aggravated Battery,2020-09-01,742,858
Aggravated Battery,2020-10-01,844,839
Aggravated Battery,2020-11-01,617,734
Aggravated Battery,2020-12-01,515,659
Aggravated Battery,2021-01-01,512,548
Aggravated Battery,2021-02-01,412,480
Aggravated Battery,2021-03-01,613,512
Aggravated Battery,2021-04-01,603,543
Aggravated Battery,2021-05-01,789,668
Aggravated Battery,2021-06-01,836,743
Aggravated Battery,2021-07-01,894,840
Aggravated Battery,2021-08-01,850,860
Aggravated Battery,2021-09-01,839,861
Aggravated Battery,2021-10-01,780,823
Aggravated Battery,2021-11-01,616,745
Aggravated Battery,2021-12-01,592,663
Aggravated Battery,2022-01-01,499,569
Aggravated Battery,2022-02-01,440,510
Aggravated Battery,2022-03-01,564,501
Aggravated Battery,2022-04-01,584,529
Aggravated Battery,2022-05-01,701,616
Aggravated Battery,2022-06-01,668,651
Aggravated Battery,2022-07-01,785,718
Aggravated Battery,2022-08-01,745,733
Aggravated Battery,2022-09-01,747,759
Aggravated Battery,2022-10-01,642,711
Aggravated Battery,2022-11-01,603,664
Aggravated Battery,2022-12-01,508,584
Aggravated Battery,2023-01-01,600,570
Aggravated Battery,2023-02-01,489,532
Aggravated Battery,2023-03-01,570,553
Aggravated Battery,2023-04-01,651,570
Aggravated Battery,2023-05-01,711,644
Aggravated Battery,2023-06-01,786,716
Aggravated Battery,2023-07-01,808,768
Aggravated Battery,2023-08-01,755,783
Aggravated Battery,2023-09-01,755,773
Aggravated Battery,2023-10-01,707,739
Aggravated Battery,2023-11-01,609,690
Aggravated Battery,2023-12-01,630,649
Aggravated Battery,2024-01-01,512,584
Aggravated Battery,2024-02-01,561,568
Aggravated Battery,2024-03-01,596,556
Aggravated Battery,2024-04-01,640,599
Aggravated Battery,2024-05-01,781,672
Aggravated Battery,2024-06-01,846,756
Aggravated Battery,2024-07-01,158,595
